2,1,21,86,72,58,-1,-1,-1,-1
2,2,237,78,81,67,-1,-1,-1,-1
2,3,207,92,37,27,-1,-1,-1,-1
3,1,21,86,72,58,-1,-1,-1,-1
3,2,237,77,82,68,-1,-1,-1,-1
3,3,207,92,35,26,-1,-1,-1,-1
4,1,22,87,71,56,-1,-1,-1,-1
4,2,237,78,82,67,-1,-1,-1,-1
4,3,207,92,36,26,-1,-1,-1,-1
5,1,22,87,71,56,-1,-1,-1,-1
5,2,237,78,82,68,-1,-1,-1,-1
5,3,207,92,36,26,-1,-1,-1,-1
6,1,22,87,70,56,-1,-1,-1,-1
6,2,238,77,81,67,-1,-1,-1,-1
6,3,206,92,37,26,-1,-1,-1,-1
7,1,23,88,68,55,-1,-1,-1,-1
7,2,238,79,80,65,-1,-1,-1,-1
7,3,206,92,36,26,-1,-1,-1,-1
8,1,23,88,68,55,-1,-1,-1,-1
8,2,238,78,80,66,-1,-1,-1,-1
8,3,205,92,36,26,-1,-1,-1,-1
9,1,23,87,68,56,-1,-1,-1,-1
9,2,237,76,82,68,-1,-1,-1,-1
9,3,203,91,37,27,-1,-1,-1,-1
10,1,23,87,68,55,-1,-1,-1,-1
10,2,236,76,83,67,-1,-1,-1,-1
10,3,202,91,38,26,-1,-1,-1,-1
11,1,23,87,68,55,-1,-1,-1,-1
11,2,237,75,82,68,-1,-1,-1,-1
11,3,204,90,37,27,-1,-1,-1,-1
12,1,24,86,67,55,-1,-1,-1,-1
12,2,237,75,82,68,-1,-1,-1,-1
12,3,202,90,39,27,-1,-1,-1,-1
13,1,25,85,67,54,-1,-1,-1,-1
13,2,237,75,81,66,-1,-1,-1,-1
13,3,202,89,38,26,-1,-1,-1,-1
14,1,25,85,66,54,-1,-1,-1,-1
14,2,237,74,82,67,-1,-1,-1,-1
14,3,202,89,37,25,-1,-1,-1,-1
15,1,25,84,66,53,-1,-1,-1,-1
15,2,237,72,82,68,-1,-1,-1,-1
15,3,202,88,36,25,-1,-1,-1,-1
16,1,26,84,64,52,-1,-1,-1,-1
16,2,238,72,81,66,-1,-1,-1,-1
16,3,201,87,37,25,-1,-1,-1,-1
17,1,26,83,65,52,-1,-1,-1,-1
17,2,237,71,82,67,-1,-1,-1,-1
17,3,201,86,37,26,-1,-1,-1,-1
18,1,27,82,64,53,-1,-1,-1,-1
18,2,238,71,81,66,-1,-1,-1,-1
18,3,200,86,37,25,-1,-1,-1,-1
19,1,28,83,64,52,-1,-1,-1,-1
19,2,238,71,80,65,-1,-1,-1,-1
19,3,199,86,37,25,-1,-1,-1,-1
20,1,28,83,64,52,-1,-1,-1,-1
20,2,240,71,79,67,-1,-1,-1,-1
20,3,199,87,37,25,-1,-1,-1,-1
21,1,28,83,64,52,-1,-1,-1,-1
21,2,239,72,80,65,-1,-1,-1,-1
21,3,198,87,38,25,-1,-1,-1,-1
22,1,29,83,63,51,-1,-1,-1,-1
22,2,238,72,80,65,-1,-1,-1,-1
22,3,196,87,39,25,-1,-1,-1,-1
23,1,29,83,64,52,-1,-1,-1,-1
23,2,237,72,82,66,-1,-1,-1,-1
23,3,196,88,38,24,-1,-1,-1,-1
24,1,30,83,63,52,-1,-1,-1,-1
24,2,236,72,81,66,-1,-1,-1,-1
24,3,196,88,37,24,-1,-1,-1,-1
25,1,31,84,62,51,-1,-1,-1,-1
25,2,236,72,82,66,-1,-1,-1,-1
25,3,194,88,37,24,-1,-1,-1,-1
26,1,32,84,61,50,-1,-1,-1,-1
26,2,235,72,83,66,-1,-1,-1,-1
26,3,194,88,38,24,-1,-1,-1,-1
27,1,32,84,61,49,-1,-1,-1,-1
27,2,235,72,83,66,-1,-1,-1,-1
27,3,193,88,39,24,-1,-1,-1,-1
28,1,33,84,60,49,-1,-1,-1,-1
28,2,234,72,83,66,-1,-1,-1,-1
28,3,193,88,38,24,-1,-1,-1,-1
29,1,33,85,61,48,-1,-1,-1,-1
29,2,234,72,83,66,-1,-1,-1,-1
29,3,193,88,37,24,-1,-1,-1,-1
30,1,34,85,60,48,-1,-1,-1,-1
30,2,234,72,83,65,-1,-1,-1,-1
30,3,192,88,38,24,-1,-1,-1,-1
31,1,35,85,60,48,-1,-1,-1,-1
31,2,234,73,83,64,-1,-1,-1,-1
31,3,191,88,38,24,-1,-1,-1,-1
32,1,36,85,59,48,-1,-1,-1,-1
32,2,235,73,83,64,-1,-1,-1,-1
32,3,191,88,37,24,-1,-1,-1,-1
33,1,37,85,58,47,-1,-1,-1,-1
33,2,234,74,83,63,-1,-1,-1,-1
33,3,189,88,38,24,-1,-1,-1,-1
34,1,37,85,59,47,-1,-1,-1,-1
34,2,235,75,81,62,-1,-1,-1,-1
34,3,189,88,38,25,-1,-1,-1,-1
35,1,39,86,57,46,-1,-1,-1,-1
35,2,234,74,83,63,-1,-1,-1,-1
35,3,188,89,38,24,-1,-1,-1,-1
36,1,39,85,57,46,-1,-1,-1,-1
36,2,234,74,84,63,-1,-1,-1,-1
36,3,187,88,38,25,-1,-1,-1,-1
37,1,40,85,57,45,-1,-1,-1,-1
37,2,234,73,84,63,-1,-1,-1,-1
37,3,186,88,39,24,-1,-1,-1,-1
38,1,40,83,58,46,-1,-1,-1,-1
38,2,233,73,84,63,-1,-1,-1,-1
38,3,186,87,38,24,-1,-1,-1,-1
39,1,41,82,57,46,-1,-1,-1,-1
39,2,232,71,85,62,-1,-1,-1,-1
39,3,186,86,36,23,-1,-1,-1,-1
40,1,41,81,57,46,-1,-1,-1,-1
40,2,233,71,84,62,-1,-1,-1,-1
40,3,185,85,37,24,-1,-1,-1,-1
41,1,41,81,57,45,-1,-1,-1,-1
41,2,232,70,85,62,-1,-1,-1,-1
41,3,184,84,37,23,-1,-1,-1,-1
42,1,43,80,56,45,-1,-1,-1,-1
42,2,232,70,85,62,-1,-1,-1,-1
42,3,183,83,37,24,-1,-1,-1,-1
43,1,43,80,56,45,-1,-1,-1,-1
43,2,231,70,86,62,-1,-1,-1,-1
43,3,182,83,37,24,-1,-1,-1,-1
44,1,44,81,55,44,-1,-1,-1,-1
44,2,231,71,86,62,-1,-1,-1,-1
44,3,182,84,36,23,-1,-1,-1,-1
45,1,45,83,55,44,-1,-1,-1,-1
45,2,231,73,87,62,-1,-1,-1,-1
45,3,180,85,38,24,-1,-1,-1,-1
46,1,45,85,55,43,-1,-1,-1,-1
46,2,231,73,86,62,-1,-1,-1,-1
46,3,180,87,37,23,-1,-1,-1,-1
47,1,45,86,55,43,-1,-1,-1,-1
47,2,231,75,87,63,-1,-1,-1,-1
47,3,179,88,37,24,-1,-1,-1,-1
48,1,46,86,54,43,-1,-1,-1,-1
48,2,231,77,86,61,-1,-1,-1,-1
48,3,178,89,37,23,-1,-1,-1,-1
49,1,45,87,55,42,-1,-1,-1,-1
49,2,231,77,86,62,-1,-1,-1,-1
49,3,177,89,37,24,-1,-1,-1,-1
50,1,45,87,55,43,-1,-1,-1,-1
50,2,230,78,87,61,-1,-1,-1,-1
50,3,176,90,37,23,-1,-1,-1,-1
51,1,46,87,54,43,-1,-1,-1,-1
51,2,230,78,88,62,-1,-1,-1,-1
51,3,176,90,36,23,-1,-1,-1,-1
52,1,46,87,54,42,-1,-1,-1,-1
52,2,230,77,88,62,-1,-1,-1,-1
52,3,175,90,36,23,-1,-1,-1,-1
53,1,46,86,53,42,-1,-1,-1,-1
53,2,228,76,89,62,-1,-1,-1,-1
53,3,172,88,37,24,-1,-1,-1,-1
54,1,47,86,52,42,-1,-1,-1,-1
54,2,228,76,89,62,-1,-1,-1,-1
54,3,171,88,36,23,-1,-1,-1,-1
55,1,47,86,52,41,-1,-1,-1,-1
55,2,229,76,89,62,-1,-1,-1,-1
55,3,170,88,35,23,-1,-1,-1,-1
56,1,47,86,52,42,-1,-1,-1,-1
56,2,228,76,90,62,-1,-1,-1,-1
56,3,168,88,35,23,-1,-1,-1,-1
57,1,47,87,52,41,-1,-1,-1,-1
57,2,227,77,91,62,-1,-1,-1,-1
57,3,168,89,35,22,-1,-1,-1,-1
58,1,47,87,52,41,-1,-1,-1,-1
58,2,227,77,90,62,-1,-1,-1,-1
58,3,167,89,35,22,-1,-1,-1,-1
59,1,48,88,51,41,-1,-1,-1,-1
59,2,226,78,91,62,-1,-1,-1,-1
59,3,166,90,35,22,-1,-1,-1,-1
60,1,48,89,50,40,-1,-1,-1,-1
60,2,226,78,91,62,-1,-1,-1,-1
60,3,166,90,35,22,-1,-1,-1,-1
61,1,49,89,50,40,-1,-1,-1,-1
61,2,224,78,93,63,-1,-1,-1,-1
61,3,164,91,36,22,-1,-1,-1,-1
62,1,49,90,49,40,-1,-1,-1,-1
62,2,225,79,92,62,-1,-1,-1,-1
62,3,164,91,35,22,-1,-1,-1,-1
63,1,49,90,49,40,-1,-1,-1,-1
63,2,224,79,93,63,-1,-1,-1,-1
63,3,163,91,35,22,-1,-1,-1,-1
64,1,49,90,49,40,-1,-1,-1,-1
64,2,224,80,92,62,-1,-1,-1,-1
64,3,162,91,35,22,-1,-1,-1,-1
65,1,49,90,49,40,-1,-1,-1,-1
65,2,224,80,93,62,-1,-1,-1,-1
65,3,161,91,35,22,-1,-1,-1,-1
66,1,49,89,49,40,-1,-1,-1,-1
66,2,223,80,93,61,-1,-1,-1,-1
66,3,160,91,35,21,-1,-1,-1,-1
67,1,49,88,49,40,-1,-1,-1,-1
67,2,222,79,93,62,-1,-1,-1,-1
67,3,159,90,36,22,-1,-1,-1,-1
68,1,49,88,49,40,-1,-1,-1,-1
68,2,222,78,93,61,-1,-1,-1,-1
68,3,158,89,35,22,-1,-1,-1,-1
69,1,49,88,50,39,-1,-1,-1,-1
69,2,222,78,93,61,-1,-1,-1,-1
69,3,157,89,34,21,-1,-1,-1,-1
70,1,49,87,50,40,-1,-1,-1,-1
70,2,222,78,94,61,-1,-1,-1,-1
70,3,156,88,36,22,-1,-1,-1,-1
71,1,51,87,48,38,-1,-1,-1,-1
71,2,221,78,93,60,-1,-1,-1,-1
71,3,156,88,34,21,-1,-1,-1,-1
72,1,50,86,49,39,-1,-1,-1,-1
72,2,221,77,93,61,-1,-1,-1,-1
72,3,155,87,35,22,-1,-1,-1,-1
73,1,51,86,47,38,-1,-1,-1,-1
73,2,220,77,93,60,-1,-1,-1,-1
73,3,155,87,34,21,-1,-1,-1,-1
74,1,51,86,48,38,-1,-1,-1,-1
74,2,219,76,94,61,-1,-1,-1,-1
74,3,154,87,34,21,-1,-1,-1,-1
75,1,51,85,47,38,-1,-1,-1,-1
75,2,216,76,92,60,-1,-1,-1,-1
75,3,154,86,33,21,-1,-1,-1,-1
76,1,51,86,47,38,-1,-1,-1,-1
76,2,216,76,92,61,-1,-1,-1,-1
76,3,153,87,34,22,-1,-1,-1,-1
77,1,52,86,47,37,-1,-1,-1,-1
